datetime,bid,ask,spread
2018:09:02:21:17:05:671,814541,814516,25
2018:09:02:21:17:05:797,814542,814501,41
2018:09:02:21:17:05:916,814542,814501,41
2018:09:02:21:17:06:148,814542,814501,41
2018:09:02:21:17:06:265,814542,814501,41
2018:09:02:21:17:06:374,814542,814501,41
2018:09:02:21:17:06:539,814542,814501,41
2018:09:02:21:17:06:653,814542,814501,41
2018:09:02:21:17:06:963,814542,814501,41
2018:09:02:21:17:07:087,814542,814501,41
2018:09:02:21:17:07:184,814542,814501,41
2018:09:02:21:17:07:287,814798,814485,313
2018:09:02:21:17:07:400,814798,814485,313
2018:09:02:21:17:07:686,814488,814435,53
2018:09:02:21:17:07:899,814531,814525,6
2018:09:02:21:17:08:032,814557,814512,45
2018:09:02:21:17:08:173,814557,814512,45
2018:09:02:21:17:08:312,814607,814563,44
2018:09:02:21:17:08:472,814590,814535,55
2018:09:02:21:17:08:795,814700,814538,162
2018:09:02:21:17:09:012,814631,814537,94
2018:09:02:21:17:09:118,814631,814537,94
2018:09:02:21:17:09:337,814631,814537,94
2018:09:02:21:17:09:641,814631,814611,20
2018:09:02:21:17:09:794,814631,814547,84
2018:09:02:21:17:09:945,814675,814548,127
2018:09:02:21:17:10:056,814602,814548,54
2018:09:02:21:17:10:168,814594,814588,6
2018:09:02:21:17:10:281,814602,814548,54
2018:09:02:21:17:10:463,814594,814588,6
2018:09:02:21:17:10:599,814578,814542,36
2018:09:02:21:17:10:756,814578,814542,36
2018:09:02:21:17:10:875,814578,814558,20
2018:09:02:21:17:11:049,814578,814558,20
2018:09:02:21:17:11:218,814590,814551,39
2018:09:02:21:17:11:380,814568,814536,32
2018:09:02:21:17:11:523,814568,814536,32
2018:09:02:21:17:11:636,814584,814547,37
2018:09:02:21:17:11:751,814577,814547,30
2018:09:02:21:17:11:933,814587,814547,40
2018:09:02:21:17:12:962,814557,814552,5
2018:09:02:21:17:13:212,814557,814539,18
2018:09:02:21:17:13:360,814547,814536,11
2018:09:02:21:17:13:508,814547,814536,11
2018:09:02:21:17:13:641,814547,814536,11
2018:09:02:21:17:13:807,814547,814536,11
2018:09:02:21:17:13:906,814552,814545,7
2018:09:02:21:17:14:055,814552,814545,7
2018:09:02:21:17:14:246,814556,814553,3
2018:09:02:21:17:14:394,814556,814553,3
2018:09:02:21:17:14:518,814556,814553,3
2018:09:02:21:17:14:642,814589,814553,36
2018:09:02:21:17:14:815,814589,814566,23
2018:09:02:21:17:14:933,814556,814536,20
2018:09:02:21:17:16:107,814556,814536,20
2018:09:02:21:17:16:260,814575,814565,10
2018:09:02:21:17:16:391,814565,814562,3
2018:09:02:21:17:16:498,814565,814562,3
2018:09:02:21:17:16:648,814565,814553,12
2018:09:02:21:17:16:850,814565,814564,1
2018:09:02:21:17:16:956,814565,814553,12
2018:09:02:21:17:17:074,814565,814553,12
2018:09:02:21:17:17:383,814551,814547,4
2018:09:02:21:17:17:569,814551,814547,4
2018:09:02:21:17:17:766,814532,814522,10
2018:09:02:21:17:18:763,814528,814516,12
2018:09:02:21:17:18:946,814528,814516,12
2018:09:02:21:17:19:068,814528,814492,36
2018:09:02:21:17:19:214,814536,814519,17
2018:09:02:21:17:19:339,814536,814519,17
2018:09:02:21:17:19:449,814536,814519,17
2018:09:02:21:17:19:589,814536,814519,17
2018:09:02:21:17:19:715,814536,814471,65
2018:09:02:21:17:19:848,814536,814522,14
2018:09:02:21:17:19:957,814536,814522,14
2018:09:02:21:17:20:078,814542,814541,1
2018:09:02:21:17:20:219,814542,814541,1
2018:09:02:21:17:20:477,814500,814498,2
2018:09:02:21:17:20:720,814529,814512,17
2018:09:02:21:17:20:851,814529,814512,17
2018:09:02:21:17:20:962,814541,814513,28
2018:09:02:21:17:21:114,814519,814513,6
2018:09:02:21:17:21:219,814519,814513,6
2018:09:02:21:17:21:357,814519,814515,4
2018:09:02:21:17:21:483,814519,814515,4
2018:09:02:21:17:21:587,814519,814515,4
2018:09:02:21:17:21:732,814536,814515,21
2018:09:02:21:17:21:845,814541,814518,23
2018:09:02:21:17:21:963,814536,814515,21
2018:09:02:21:17:22:114,814536,814518,18
2018:09:02:21:17:22:287,814536,814518,18
2018:09:02:21:17:22:413,814536,814521,15
2018:09:02:21:17:22:713,814536,814521,15
2018:09:02:21:17:23:129,814525,814501,24
2018:09:02:21:17:23:246,814536,814522,14
2018:09:02:21:17:23:374,814536,814522,14
2018:09:02:21:17:23:496,814536,814522,14
2018:09:02:21:17:23:980,814536,814522,14
2018:09:02:21:17:24:085,814536,814522,14
2018:09:02:21:17:24:197,814527,814522,5
2018:09:02:21:17:24:353,814527,814525,2
2018:09:02:21:17:24:456,814500,814498,2
2018:09:02:21:17:24:564,814500,814498,2
2018:09:02:21:17:24:679,814500,814498,2
2018:09:02:21:17:24:983,814500,814498,2
2018:09:02:21:17:25:153,814499,814495,4
2018:09:02:21:17:25:300,814499,814485,14
2018:09:02:21:17:25:425,814479,814471,8
2018:09:02:21:17:25:544,814479,814471,8
2018:09:02:21:17:25:665,814479,814471,8
2018:09:02:21:17:25:792,814479,814471,8
2018:09:02:21:17:26:010,814499,814422,77
2018:09:02:21:17:26:140,814499,814422,77
2018:09:02:21:17:26:280,814468,814423,45
2018:09:02:21:17:26:532,814549,814509,40
2018:09:02:21:17:26:735,814472,814415,57
2018:09:02:21:17:27:116,814472,814415,57
2018:09:02:21:17:27:295,814465,814432,33
2018:09:02:21:17:27:402,814465,814432,33
2018:09:02:21:17:27:534,814465,814432,33
2018:09:02:21:17:27:659,814472,814449,23
2018:09:02:21:17:27:785,814465,814432,33
2018:09:02:21:17:27:902,814472,814449,23
2018:09:02:21:17:28:002,814524,814503,21
2018:09:02:21:17:28:146,814524,814503,21
2018:09:02:21:17:28:332,814541,814530,11
2018:09:02:21:17:28:666,814541,814503,38
2018:09:02:21:17:28:849,814551,814532,19
2018:09:02:21:17:29:494,814561,814541,20
2018:09:02:21:17:29:947,814560,814548,12
2018:09:02:21:17:30:069,814592,814572,20
2018:09:02:21:17:30:199,814599,814572,27
2018:09:02:21:17:30:350,814599,814573,26
2018:09:02:21:17:30:523,814599,814573,26
2018:09:02:21:17:30:668,814600,814573,27
2018:09:02:21:17:30:850,814591,814582,9
2018:09:02:21:17:31:161,814591,814582,9
2018:09:02:21:17:31:504,814679,814573,106
2018:09:02:21:17:31:665,814658,814606,52
2018:09:02:21:17:31:762,814658,814606,52
2018:09:02:21:17:31:862,814658,814606,52
2018:09:02:21:17:32:018,814647,814607,40
2018:09:02:21:17:32:185,814658,814606,52
2018:09:02:21:17:32:403,814647,814607,40
2018:09:02:21:17:32:513,814663,814613,50
2018:09:02:21:17:32:649,814663,814613,50
2018:09:02:21:17:32:951,814653,814623,30
2018:09:02:21:17:33:551,814660,814633,27
2018:09:02:21:17:33:803,814655,814633,22
2018:09:02:21:17:33:968,814655,814633,22
2018:09:02:21:17:34:068,814655,814604,51
2018:09:02:21:17:34:180,814648,814639,9
2018:09:02:21:17:34:298,814648,814639,9
2018:09:02:21:17:34:404,814648,814639,9
2018:09:02:21:17:34:540,814648,814639,9
2018:09:02:21:17:34:645,814690,814681,9
2018:09:02:21:17:34:745,814698,814681,17
2018:09:02:21:17:34:873,814700,814642,58
2018:09:02:21:17:34:995,814700,814684,16
2018:09:02:21:17:35:124,814697,814684,13
2018:09:02:21:17:35:235,814700,814684,16
2018:09:02:21:17:35:352,814697,814684,13
2018:09:02:21:17:35:524,814755,814698,57
2018:09:02:21:17:36:085,814755,814684,71
2018:09:02:21:17:36:207,814755,814727,28
2018:09:02:21:17:36:329,814794,814727,67
2018:09:02:21:17:36:481,814710,814705,5
2018:09:02:21:17:36:720,814710,814705,5
2018:09:02:21:17:36:877,814800,814794,6
2018:09:02:21:17:37:040,814781,814730,51
2018:09:02:21:17:37:200,814794,814785,9
2018:09:02:21:17:37:313,814794,814785,9
2018:09:02:21:17:37:440,814794,814785,9
2018:09:02:21:17:37:598,814796,814785,11
2018:09:02:21:17:37:720,814768,814733,35
2018:09:02:21:17:37:822,814768,814733,35
2018:09:02:21:17:37:924,814768,814733,35
2018:09:02:21:17:38:083,814768,814733,35
2018:09:02:21:17:38:237,814799,814786,13
2018:09:02:21:17:38:547,814799,814786,13
2018:09:02:21:17:38:685,814799,814786,13
2018:09:02:21:17:38:821,814780,814730,50
2018:09:02:21:17:38:930,814800,814794,6
2018:09:02:21:17:39:138,814799,814795,4
2018:09:02:21:17:39:247,814799,814795,4
2018:09:02:21:17:39:358,814797,814795,2
2018:09:02:21:17:39:480,814797,814795,2
2018:09:02:21:17:39:676,814789,814723,66
2018:09:02:21:17:39:992,814789,814723,66
2018:09:02:21:17:40:114,814800,814796,4
2018:09:02:21:17:40:226,814761,814724,37
2018:09:02:21:17:40:714,814800,814796,4
2018:09:02:21:17:40:832,814761,814728,33
2018:09:02:21:17:40:977,814786,814733,53
2018:09:02:21:17:41:125,814750,814733,17
2018:09:02:21:17:41:370,814750,814734,16
2018:09:02:21:17:42:513,814786,814736,50
2018:09:02:21:17:42:637,814798,814792,6
2018:09:02:21:17:42:784,814798,814792,6
2018:09:02:21:17:42:916,814798,814792,6
2018:09:02:21:17:43:017,814806,814802,4
2018:09:02:21:17:43:147,814798,814783,15
2018:09:02:21:17:43:293,814808,814783,25
2018:09:02:21:17:43:430,814809,814783,26
2018:09:02:21:17:43:593,814809,814783,26
2018:09:02:21:17:43:713,814809,814805,4
2018:09:02:21:17:43:929,814809,814805,4
2018:09:02:21:17:44:169,814809,814805,4
2018:09:02:21:17:44:314,814782,814761,21
2018:09:02:21:17:44:704,814782,814761,21
2018:09:02:21:17:44:845,814837,814816,21
2018:09:02:21:17:44:960,814846,814793,53
2018:09:02:21:17:45:071,814846,814793,53
2018:09:02:21:17:45:173,814846,814793,53
2018:09:02:21:17:45:265,814834,814802,32
2018:09:02:21:17:45:416,814834,814802,32
2018:09:02:21:17:45:526,814834,814802,32
2018:09:02:21:17:45:631,814834,814802,32
2018:09:02:21:17:45:886,814833,814823,10
2018:09:02:21:17:45:992,814833,814823,10
2018:09:02:21:17:46:112,814808,814805,3
2018:09:02:21:17:46:216,814808,814805,3
2018:09:02:21:17:46:450,814808,814805,3
2018:09:02:21:17:46:608,814808,814807,1
2018:09:02:21:17:46:738,814808,814807,1
2018:09:02:21:17:46:836,814808,814802,6
2018:09:02:21:17:46:941,814845,814802,43
2018:09:02:21:17:47:055,814845,814805,40
2018:09:02:21:17:47:159,814845,814805,40
2018:09:02:21:17:47:267,814843,814803,40
2018:09:02:21:17:47:398,814845,814803,42
2018:09:02:21:17:48:526,814843,814803,40
2018:09:02:21:17:48:736,814819,814805,14
2018:09:02:21:17:48:849,814819,814805,14
2018:09:02:21:17:48:969,814837,814805,32
2018:09:02:21:17:49:083,814819,814805,14
2018:09:02:21:17:49:205,814837,814805,32
2018:09:02:21:17:49:308,814818,814792,26
2018:09:02:21:17:49:417,814818,814792,26
2018:09:02:21:17:49:523,814818,814792,26
2018:09:02:21:17:49:625,814818,814792,26
2018:09:02:21:17:49:742,814818,814795,23
2018:09:02:21:17:49:839,814818,814795,23
2018:09:02:21:17:49:960,814846,814845,1
2018:09:02:21:17:50:082,814818,814795,23
2018:09:02:21:17:50:227,814846,814845,1
2018:09:02:21:17:50:357,814846,814845,1
2018:09:02:21:17:50:531,814846,814845,1
2018:09:02:21:17:50:753,814846,814729,117
2018:09:02:21:17:50:879,814794,814775,19
2018:09:02:21:17:51:062,814846,814845,1
2018:09:02:21:17:51:364,814791,814778,13
2018:09:02:21:17:51:505,814791,814778,13
2018:09:02:21:17:51:644,814791,814778,13
2018:09:02:21:17:51:750,814791,814778,13
2018:09:02:21:17:51:892,814791,814778,13
2018:09:02:21:17:52:000,814791,814778,13
2018:09:02:21:17:52:127,814791,814778,13
2018:09:02:21:17:52:249,814819,814789,30
2018:09:02:21:17:52:381,814819,814789,30
2018:09:02:21:17:52:555,814839,814743,96
2018:09:02:21:17:52:851,814788,814740,48
2018:09:02:21:17:53:874,814788,814746,42
2018:09:02:21:17:54:013,814775,814750,25
2018:09:02:21:17:54:106,814775,814750,25
2018:09:02:21:17:54:260,814765,814729,36
2018:09:02:21:17:54:393,814765,814729,36
2018:09:02:21:17:54:496,814765,814729,36
2018:09:02:21:17:54:592,814755,814753,2
2018:09:02:21:17:54:692,814756,814729,27
2018:09:02:21:17:54:838,814755,814753,2
2018:09:02:21:17:54:933,814755,814753,2
2018:09:02:21:17:55:024,814755,814753,2
2018:09:02:21:17:55:148,814755,814753,2
2018:09:02:21:17:55:261,814754,814729,25
2018:09:02:21:17:55:410,814755,814753,2
2018:09:02:21:17:55:657,814745,814729,16
2018:09:02:21:17:55:788,814745,814732,13
2018:09:02:21:17:55:904,814745,814729,16
2018:09:02:21:17:56:011,814745,814729,16
2018:09:02:21:17:56:121,814745,814729,16
2018:09:02:21:17:56:229,814740,814729,11
2018:09:02:21:17:56:368,814745,814732,13
2018:09:02:21:17:56:509,814743,814732,11
2018:09:02:21:17:56:643,814743,814732,11
2018:09:02:21:17:56:747,814743,814720,23
2018:09:02:21:17:56:845,814743,814720,23
2018:09:02:21:17:56:958,814743,814720,23
2018:09:02:21:17:57:068,814752,814730,22
2018:09:02:21:17:57:176,814716,814711,5
2018:09:02:21:17:57:361,814716,814711,5
2018:09:02:21:17:57:475,814716,814711,5
2018:09:02:21:17:57:584,814716,814711,5
2018:09:02:21:17:57:683,814716,814711,5
2018:09:02:21:17:57:776,814716,814711,5
2018:09:02:21:17:57:915,814716,814711,5
2018:09:02:21:17:58:107,814716,814513,203
2018:09:02:21:17:58:261,814716,814513,203
2018:09:02:21:17:58:498,814656,814574,82
2018:09:02:21:17:58:834,814561,814542,19
2018:09:02:21:17:58:965,814561,814536,25
2018:09:02:21:17:59:092,814561,814536,25
2018:09:02:21:17:59:232,814561,814519,42
2018:09:02:21:17:59:349,814561,814519,42
2018:09:02:21:17:59:526,814561,814519,42
2018:09:02:21:17:59:667,814536,814500,36
2018:09:02:21:17:59:781,814552,814537,15
2018:09:02:21:17:59:893,814552,814537,15
2018:09:02:21:18:00:067,814549,814537,12
2018:09:02:21:18:00:228,814549,814537,12
2018:09:02:21:18:00:349,814549,814537,12
2018:09:02:21:18:00:480,814551,814543,8
2018:09:02:21:18:00:643,814551,814543,8
2018:09:02:21:18:00:941,814548,814547,1
2018:09:02:21:18:01:068,814548,814501,47
2018:09:02:21:18:01:165,814570,814566,4
2018:09:02:21:18:01:285,814570,814566,4
2018:09:02:21:18:01:413,814570,814566,4
2018:09:02:21:18:01:527,814599,814566,33
2018:09:02:21:18:01:638,814599,814566,33
2018:09:02:21:18:01:748,814599,814566,33
2018:09:02:21:18:01:871,814599,814573,26
2018:09:02:21:18:02:041,814599,814573,26
2018:09:02:21:18:02:140,814594,814577,17
2018:09:02:21:18:02:239,814594,814577,17
2018:09:02:21:18:02:344,814594,814580,14
2018:09:02:21:18:02:446,814594,814580,14
2018:09:02:21:18:02:575,814644,814585,59
2018:09:02:21:18:02:835,814644,814585,59
2018:09:02:21:18:02:951,814653,814591,62
2018:09:02:21:18:03:069,814640,814593,47
2018:09:02:21:18:03:197,814653,814591,62
2018:09:02:21:18:03:347,814640,814593,47
2018:09:02:21:18:03:479,814687,814598,89
2018:09:02:21:18:03:721,814687,814598,89
2018:09:02:21:18:03:887,814715,814640,75
2018:09:02:21:18:04:114,814686,814659,27
2018:09:02:21:18:04:254,814716,814641,75
2018:09:02:21:18:04:387,814716,814641,75
2018:09:02:21:18:04:550,814716,814641,75
2018:09:02:21:18:04:674,814700,814686,14
2018:09:02:21:18:04:777,814704,814686,18
2018:09:02:21:18:04:886,814715,814660,55
2018:09:02:21:18:04:997,814699,814660,39
2018:09:02:21:18:05:100,814699,814660,39
2018:09:02:21:18:05:260,814699,814660,39
2018:09:02:21:18:05:367,814695,814666,29
2018:09:02:21:18:05:496,814695,814666,29
2018:09:02:21:18:05:643,814697,814666,31
2018:09:02:21:18:05:748,814704,814666,38
2018:09:02:21:18:05:890,814713,814710,3
2018:09:02:21:18:06:191,814715,814710,5
2018:09:02:21:18:06:300,814714,814710,4
2018:09:02:21:18:06:417,814714,814710,4
2018:09:02:21:18:06:538,814716,814713,3
2018:09:02:21:18:06:658,814716,814713,3
2018:09:02:21:18:06:794,814716,814710,6
2018:09:02:21:18:06:919,814716,814713,3
2018:09:02:21:18:07:041,814716,814713,3
2018:09:02:21:18:07:184,814716,814711,5
2018:09:02:21:18:07:477,814715,814711,4
2018:09:02:21:18:07:598,814715,814676,39
2018:09:02:21:18:07:827,814715,814676,39
2018:09:02:21:18:07:946,814715,814676,39
2018:09:02:21:18:08:066,814705,814607,98
2018:09:02:21:18:08:207,814703,814607,96
2018:09:02:21:18:08:325,814700,814686,14
2018:09:02:21:18:08:533,814700,814686,14
2018:09:02:21:18:08:680,814689,814636,53
2018:09:02:21:18:08:801,814700,814636,64
2018:09:02:21:18:08:920,814700,814636,64
2018:09:02:21:18:09:018,814678,814636,42
2018:09:02:21:18:09:142,814678,814636,42
2018:09:02:21:18:09:247,814678,814636,42
2018:09:02:21:18:09:399,814678,814636,42
2018:09:02:21:18:09:731,814646,814636,10
2018:09:02:21:18:10:032,814646,814636,10
2018:09:02:21:18:10:313,814646,814636,10
2018:09:02:21:18:10:432,814641,814639,2
2018:09:02:21:18:10:763,814795,814586,209
2018:09:02:21:18:13:038,814641,814640,1
2018:09:02:21:18:13:166,814690,814677,13
2018:09:02:21:18:13:328,814715,814678,37
2018:09:02:21:18:13:630,814715,814678,37
2018:09:02:21:18:13:764,814799,814678,121
2018:09:02:21:18:13:896,814799,814678,121
2018:09:02:21:18:14:044,814799,814678,121
2018:09:02:21:18:14:157,814790,814680,110
2018:09:02:21:18:14:362,814790,814721,69
2018:09:02:21:18:14:487,814790,814721,69
2018:09:02:21:18:14:624,814790,814721,69
2018:09:02:21:18:14:743,814765,814689,76
2018:09:02:21:18:14:958,814736,814689,47
2018:09:02:21:18:15:073,814736,814691,45
2018:09:02:21:18:15:182,814765,814692,73
2018:09:02:21:18:15:289,814765,814692,73
2018:09:02:21:18:15:409,814765,814692,73
2018:09:02:21:18:16:547,814765,814696,69
2018:09:02:21:18:16:785,814829,814700,129
2018:09:02:21:18:16:915,814829,814700,129
2018:09:02:21:18:17:025,814829,814700,129
2018:09:02:21:18:17:214,814766,814722,44
2018:09:02:21:18:17:341,814766,814722,44
2018:09:02:21:18:17:503,814768,814722,46
2018:09:02:21:18:17:624,814768,814722,46
2018:09:02:21:18:17:756,814768,814766,2
2018:09:02:21:18:18:120,814749,814729,20
2018:09:02:21:18:18:233,814749,814729,20
2018:09:02:21:18:18:354,814749,814729,20
2018:09:02:21:18:18:472,814749,814729,20
2018:09:02:21:18:18:618,814749,814729,20
2018:09:02:21:18:18:769,814702,814677,25
2018:09:02:21:18:18:899,814739,814703,36
2018:09:02:21:18:19:021,814729,814677,52
2018:09:02:21:18:19:143,814729,814727,2
2018:09:02:21:18:19:257,814729,814677,52
2018:09:02:21:18:19:404,814690,814663,27
2018:09:02:21:18:19:597,814690,814663,27
2018:09:02:21:18:19:725,814680,814678,2
2018:09:02:21:18:20:211,814680,814678,2
2018:09:02:21:18:20:360,814670,814620,50
2018:09:02:21:18:20:516,814677,814620,57
2018:09:02:21:18:20:668,814679,814678,1
2018:09:02:21:18:20:795,814679,814620,59
2018:09:02:21:18:20:943,814679,814620,59
2018:09:02:21:18:21:065,814679,814620,59
2018:09:02:21:18:21:352,814802,814800,2
2018:09:02:21:18:21:561,814803,814800,3
2018:09:02:21:18:21:788,814805,814800,5
2018:09:02:21:18:23:212,814818,814810,8
2018:09:02:21:18:23:337,814815,814800,15
2018:09:02:21:18:23:479,814813,814801,12
2018:09:02:21:18:23:645,814813,814801,12
2018:09:02:21:18:23:801,814813,814711,102
2018:09:02:21:18:23:932,814796,814721,75
2018:09:02:21:18:24:031,814796,814721,75
2018:09:02:21:18:24:136,814796,814721,75
2018:09:02:21:18:24:247,814806,814751,55
2018:09:02:21:18:24:342,814793,814718,75
2018:09:02:21:18:24:472,814793,814718,75
2018:09:02:21:18:24:589,814795,814761,34
2018:09:02:21:18:24:722,814795,814761,34
2018:09:02:21:18:24:865,814795,814761,34
2018:09:02:21:18:25:123,814795,814761,34
2018:09:02:21:18:26:343,814774,814723,51
2018:09:02:21:18:27:428,814848,814801,47
2018:09:02:21:18:27:577,814790,814784,6
2018:09:02:21:18:27:731,814811,814784,27
2018:09:02:21:18:27:877,814811,814784,27
2018:09:02:21:18:28:046,814811,814784,27
2018:09:02:21:18:28:151,814811,814784,27
2018:09:02:21:18:28:255,814811,814784,27
2018:09:02:21:18:28:359,814811,814784,27
2018:09:02:21:18:28:479,814811,814784,27
2018:09:02:21:18:28:619,814811,814784,27
2018:09:02:21:18:29:906,814811,814784,27
2018:09:02:21:18:30:051,814720,814676,44
2018:09:02:21:18:30:413,814708,814691,17
2018:09:02:21:18:30:875,814695,814692,3
2018:09:02:21:18:31:145,814695,814692,3
2018:09:02:21:18:31:313,814683,814569,114
2018:09:02:21:18:31:413,814683,814569,114
2018:09:02:21:18:31:533,814683,814569,114
2018:09:02:21:18:31:667,814664,814587,77
2018:09:02:21:18:31:792,814643,814635,8
2018:09:02:21:18:31:938,814664,814587,77
2018:09:02:21:18:32:080,814643,814635,8
2018:09:02:21:18:32:207,814643,814635,8
2018:09:02:21:18:32:376,814640,814635,5
2018:09:02:21:18:32:525,814640,814635,5
2018:09:02:21:18:32:648,814657,814643,14
2018:09:02:21:18:32:856,814670,814660,10
2018:09:02:21:18:33:204,814657,814643,14
2018:09:02:21:18:33:501,814654,814645,9
2018:09:02:21:18:33:686,814691,814670,21
2018:09:02:21:18:33:841,814691,814670,21
2018:09:02:21:18:33:965,814681,814661,20
2018:09:02:21:18:34:088,814681,814661,20
2018:09:02:21:18:34:209,814681,814661,20
2018:09:02:21:18:34:317,814681,814661,20
2018:09:02:21:18:34:437,814729,814664,65
2018:09:02:21:18:34:569,814702,814664,38
2018:09:02:21:18:34:700,814702,814664,38
2018:09:02:21:18:34:824,814702,814695,7
2018:09:02:21:18:34:931,814702,814695,7
2018:09:02:21:18:35:043,814702,814695,7
2018:09:02:21:18:35:612,814699,814696,3
2018:09:02:21:18:35:787,814726,814700,26
2018:09:02:21:18:35:901,814726,814696,30
2018:09:02:21:18:36:037,814726,814702,24
2018:09:02:21:18:36:162,814715,814654,61
2018:09:02:21:18:36:284,814715,814654,61
2018:09:02:21:18:36:398,814715,814654,61
2018:09:02:21:18:36:517,814715,814654,61
2018:09:02:21:18:36:641,814783,814701,82
2018:09:02:21:18:36:783,814778,814701,77
2018:09:02:21:18:36:908,814713,814708,5
2018:09:02:21:18:37:053,814713,814708,5
2018:09:02:21:18:37:180,814713,814708,5
2018:09:02:21:18:37:304,814711,814703,8
2018:09:02:21:18:37:434,814711,814654,57
2018:09:02:21:18:37:590,814762,814734,28
2018:09:02:21:18:37:952,814762,814715,47
2018:09:02:21:18:38:112,814762,814715,47
2018:09:02:21:18:38:213,814745,814729,16
2018:09:02:21:18:38:328,814745,814729,16
2018:09:02:21:18:38:462,814708,814584,124
2018:09:02:21:18:38:620,814745,814731,14
2018:09:02:21:18:38:767,814745,814729,16
2018:09:02:21:18:38:871,814745,814731,14
2018:09:02:21:18:38:988,814744,814731,13
2018:09:02:21:18:39:104,814744,814731,13
2018:09:02:21:18:39:258,814735,814731,4
2018:09:02:21:18:39:487,814636,814633,3
2018:09:02:21:18:39:677,814636,814633,3
2018:09:02:21:18:39:827,814636,814635,1
2018:09:02:21:18:40:171,814636,814635,1
2018:09:02:21:18:40:329,814633,814628,5
2018:09:02:21:18:40:485,814636,814628,8
2018:09:02:21:18:40:599,814634,814628,6
2018:09:02:21:18:40:715,814634,814628,6
2018:09:02:21:18:40:904,814686,814631,55
2018:09:02:21:18:41:019,814686,814631,55
2018:09:02:21:18:41:253,814679,814640,39
2018:09:02:21:18:41:385,814679,814640,39
2018:09:02:21:18:41:853,814636,814614,22
2018:09:02:21:18:41:977,814683,814679,4
2018:09:02:21:18:42:077,814683,814641,42
2018:09:02:21:18:42:234,814682,814641,41
2018:09:02:21:18:42:437,814661,814641,20
2018:09:02:21:18:42:569,814682,814644,38
2018:09:02:21:18:42:702,814682,814644,38
2018:09:02:21:18:42:817,814682,814644,38
2018:09:02:21:18:42:995,814711,814702,9
2018:09:02:21:18:43:102,814682,814644,38
2018:09:02:21:18:43:252,814711,814702,9
2018:09:02:21:18:43:442,814711,814702,9
2018:09:02:21:18:43:572,814751,814722,29
2018:09:02:21:18:43:734,814751,814722,29
2018:09:02:21:18:43:842,814700,814682,18
2018:09:02:21:18:43:966,814700,814689,11
2018:09:02:21:18:44:100,814686,814669,17
2018:09:02:21:18:44:209,814686,814669,17
2018:09:02:21:18:44:626,814666,814660,6
2018:09:02:21:18:44:802,814666,814660,6
2018:09:02:21:18:44:921,814694,814690,4
2018:09:02:21:18:45:047,814699,814690,9
2018:09:02:21:18:45:184,814694,814690,4
2018:09:02:21:18:45:341,814699,814660,39
2018:09:02:21:18:45:452,814699,814660,39
2018:09:02:21:18:45:601,814699,814660,39
2018:09:02:21:18:45:797,814696,814603,93
2018:09:02:21:18:46:014,814692,814683,9
2018:09:02:21:18:46:141,814689,814683,6
2018:09:02:21:18:46:261,814689,814683,6
2018:09:02:21:18:46:401,814689,814683,6
2018:09:02:21:18:46:522,814679,814661,18
2018:09:02:21:18:46:679,814679,814661,18
2018:09:02:21:18:46:858,814693,814684,9
2018:09:02:21:18:46:977,814693,814684,9
2018:09:02:21:18:47:077,814693,814684,9
2018:09:02:21:18:47:182,814694,814684,10
2018:09:02:21:18:47:322,814694,814684,10
2018:09:02:21:18:47:436,814694,814684,10
2018:09:02:21:18:47:665,814694,814684,10
2018:09:02:21:18:47:890,814775,814689,86
2018:09:02:21:18:48:079,814677,814589,88
2018:09:02:21:18:48:206,814668,814634,34
2018:09:02:21:18:48:315,814677,814634,43
2018:09:02:21:18:48:433,814668,814634,34
2018:09:02:21:18:48:578,814668,814634,34
2018:09:02:21:18:48:686,814658,814636,22
2018:09:02:21:18:48:788,814658,814636,22
2018:09:02:21:18:48:900,814658,814636,22
2018:09:02:21:18:49:015,814635,814634,1
2018:09:02:21:18:49:132,814635,814634,1
2018:09:02:21:18:49:403,814635,814634,1
2018:09:02:21:18:49:523,814654,814637,17
2018:09:02:21:18:49:659,814654,814637,17
2018:09:02:21:18:49:787,814740,814664,76
2018:09:02:21:18:49:887,814740,814664,76
2018:09:02:21:18:50:009,814726,814648,78
2018:09:02:21:18:50:135,814726,814649,77
2018:09:02:21:18:50:264,814726,814649,77
2018:09:02:21:18:50:395,814726,814649,77
2018:09:02:21:18:50:544,814719,814704,15
2018:09:02:21:18:50:684,814719,814561,158
2018:09:02:21:18:50:824,814719,814561,158
2018:09:02:21:18:50:964,814698,814679,19
2018:09:02:21:18:51:075,814718,814701,17
2018:09:02:21:18:51:192,814698,814679,19
2018:09:02:21:18:51:526,814671,814660,11
2018:09:02:21:18:51:657,814708,814704,4
2018:09:02:21:18:51:759,814708,814704,4
2018:09:02:21:18:51:865,814669,814662,7
2018:09:02:21:18:51:982,814669,814662,7
2018:09:02:21:18:52:129,814669,814662,7
2018:09:02:21:18:52:276,814696,814660,36
2018:09:02:21:18:52:445,814668,814660,8
2018:09:02:21:18:52:569,814668,814660,8
2018:09:02:21:18:52:709,814783,814661,122
2018:09:02:21:18:53:009,814783,814661,122
2018:09:02:21:18:53:137,814811,814708,103
2018:09:02:21:18:53:279,814696,814692,4
2018:09:02:21:18:53:413,814668,814667,1
2018:09:02:21:18:53:558,814668,814667,1
2018:09:02:21:18:53:662,814668,814667,1
2018:09:02:21:18:53:811,814668,814667,1
